id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
50179,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Peperone Women Beige Handbag
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,,Lakme Absolute Lip Last Day Kiss Lip Colour
36063,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012.0,Casual,OTLS Unisex Olive Green Backpack
51414,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men White Check Shirt
1939,Women,Accessories,Bags,Handbags,Blue,Summer,2011.0,Sports,Geonaute Women Large Outdoor Bag Bag
46765,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017.0,Casual,Valentino Perfumes Men 50 ml Perfume
1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011.0,Sports,Domyos Brown Bag
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012.0,Casual,Rocky S Women Red Clutch
39173,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurta
49377,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Zero Lo Shoes
59650,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red Printed Evening Wear Sari
57094,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Elle Women Greyish Blue Culottes
45731,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Folklore Women Cream Kurta
54119,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Flats
19628,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black Tshirt
25286,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Leatherette Pink Sling Bag
32972,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt
7538,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Swoosh T-Shirt
31973,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Dual Fusion ST 2 Black Sports Shoes
16321,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Printed Purple TShirt
32922,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Status Quo Men Printed Off White T-shirt
7790,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Proline Men Olive Green Polo T-shirt
26401,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt
18640,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men V.11 Cat Black Tshirts
52635,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Mod-acc Women Black Handbag
11403,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Red Tops
3560,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Skechers Men Off White Lifestyle Casual Shoe
36792,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch
25900,Women,Apparel,Bottomwear,Leggings,Teal,Summer,2012.0,Casual,Femella Women Teal Skinny Leggings
26450,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Women Kuris Black Sports Shoes
51126,Women,Free Items,Free Gifts,Free Gifts,Pink,Summer,2012.0,Ethnic,Satya Paul Pink Saree
49493,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Vans Men Green & Grey Era Shoes
46185,Women,Accessories,Jewellery,Jewellery Set,Multi,Winter,2015.0,Casual,Adrika  Multi Coloured Teracotta Jewellery Set
46530,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women Silver-Toned Dial Watch T2N148
17244,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes White  Polo Tshirt
2314,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Mens JDI Black T-shirt
13866,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
54229,Women,Accessories,Bags,Handbags,Khaki,Summer,2012.0,Casual,Puma Women Khaki Handbag
6313,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2011.0,Casual,Puma Unisex Issac Navy White Flip Flop
11487,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Flux-M Black Red Black Watches
19861,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jackets
14696,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Basics Men Olive Trousers
18444,Men,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Ed Hardy Men Fragrance Gift Set
6131,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Unisex Diemos White Red Shoe
40130,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White Shirt
9333,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Edition White Tops
34173,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-shirt
31909,Women,Apparel,Innerwear,Briefs,Pink,Summer,2015.0,Casual,Heart 2 Heart Women Pink Printed Briefs H2H-9-2011
49623,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels
19441,Men,Accessories,Gloves,Gloves,Black,Summer,2012.0,Casual,Quiksilver Men Casual Black Gloves
16416,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Stripes Grey Tshirts
33463,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Baggit Women Baaz Taj Brown Belt
33919,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Women White Dial Watch
50002,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Hanes Women White Cotton Stretch Shirred Crop Top Bra
18491,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Sideline Black Jacket
14141,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
7194,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's BFF Printed White Top
33546,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford White Shirt
33025,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mother Earth Women Printed Green Kurta
1614,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Reebok T-shirt White Polo Tshirt
10459,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Fuschia Pink Tshirts
19845,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Brown Shirt
11871,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes
33331,Men,Apparel,Topwear,Shirts,Pink,Fall,2012.0,Formal,Arrow New York Men Pink Slim Fit Shirt
10192,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Avalance Black Steel Watches
5871,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Converse Unisex Heck Ox Green White Shoe
1964,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2010.0,Casual,ADIDAS Men's Blue Canvas Shoe
19733,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Shirt
8774,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Blue Check Shirt
23060,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Arrow Sport Men Green Striped T-shirt
3263,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Need Money Yellow T-shirt
13328,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed Green Tshirts
17739,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women Body Train White Sports Shoe
25631,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Casual Watch
50675,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Chromozome Men Pack of Two Grey Trunks
15338,Women,Apparel,Bottomwear,Capris,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Capris
22222,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Magic White T-shirt
56300,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Bright Rose Blush Bra
23852,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Black Talus Runner Sports Shoes
50038,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Concealing Petals Wirefree Moulded Bra
24874,Boys,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Maroon Striped T-shirt
54031,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Kiara Women Red Handbag
30178,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Men White Dial Watch
41391,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Check Shirt
49858,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Kids Unisex Black Digital Watch
39212,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes
34078,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Sentry Cry Leather Black Shoes
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers
28185,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Gold Sunglasses
19457,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Quiksilver Men Black T-shirt
27305,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,ADIDAS Men Victory League Deo
12975,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Allegra Grey Sports Shoes
43264,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aneri Women White Kurta
24637,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Dual Fusion White Sports Shoes
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
14389,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels
51670,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Louis Philippe Men Aviator Sunglasses LP217-C1
13505,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chimp Men Ravan Green Tshirts
43011,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016.0,Casual,Probase Blue Printed Boxers
34413,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Hawaii Black T-shirt
22778,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2011.0,Ethnic,BIBA Women Printed Yellow Kurta
53020,Women,Apparel,Saree,Sarees,Rust,Fall,2012.0,Ethnic,FNF Rust Sari
14859,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets
6480,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Logo Black T-shirt
8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts
51518,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
32275,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Vishudh Women Printed Beige Kurta
44464,Women,Footwear,Shoes,Heels,Black,Summer,2013.0,Casual,Senorita Women Black Wedges
35793,Women,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Enroute Women Purple Shoes
14127,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Washed Blue Jeans
46929,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Men Blue Berry Perfume
53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Navy Blue T-shirt
34917,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012.0,Ethnic,Fabindia Blue Dupatta
54397,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag
44770,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Skid Shoes
35582,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Gliders Men Black Sandals
26077,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,John Miller Men Check Pink Shirt
59784,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet
2787,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ediots Men's Lega Kya Photu Black T-shirt
33482,Women,Accessories,Belts,Belts,Blue,Summer,2012.0,Casual,Baggit Women Flora Dum Blue Belt
34249,Men,Apparel,Bottomwear,Shorts,Black,Winter,2013.0,Casual,Proline Black Lounge Shorts S11-BK/SGML
6482,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Strip Polo Black Green T-shirt
15998,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Turtle Check Men Brown Shirt
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt
19501,Men,Accessories,Socks,Socks,Navy Blue,Fall,2010.0,Casual,Puma Men Ftpa Quarters Navy Blue Socks
41825,Women,Footwear,Shoes,Sports Shoes,Yellow,Summer,2012.0,Sports,Skechers Women Yellow & Silver Sports Shoes
10153,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Drsp SLip On Brown Formal Shoes
33918,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Women White Dial Watch
18929,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Graphic Print Red Tshirt
50637,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Chromozome Men Red Innerwear Vest
43155,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch
34462,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Laptop Sleeve
15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Free Run+ 2 Black Sports Shoes
56944,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,HM Women Green Flats
16936,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Men Classic Eyewear Brown Sunglasses
21299,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses
37580,Girls,Apparel,Bottomwear,Shorts,Pink,Winter,2012.0,Casual,Madagascar 3 Girls Pink Shorts
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Classic Polo Men Black T-shirt
8410,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,ADIDAS Men Lfc Red Jersey
23469,Men,Accessories,Scarves,Scarves,Grey,Winter,2015.0,Casual,Lino Perros Men  Grey Striped Scarf
12273,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Formal,Genesis Men Striped Shirt
3808,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Chuck Taylor All Star Canvas Shoes
24028,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Printed T-shirt
2848,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Mr.Messy Purple T-shirt
49159,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah Colour Copy Mat Effect 1 Foundation
44265,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Hidekraft Men Black Wallet
4217,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Blue Disney Jeans Kidswear
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Jealous 21 Women Checks Pink Shirt
10728,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Dusvatar Coffee Brown Handbags
59707,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Avirate Black Brief
23291,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Steel Women White Watch
13373,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Timberland Women Femmes White Casual Shoes
14430,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Enroute Women Casual Black Casual Shoes
42033,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black Adizero Sports Shoes
46480,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Timex Women Steel Watch
57354,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Full-Coverage T-shirt Bra BGSI01
33958,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Leggings
45831,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Kurta
7791,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Proline Men's Polo Solid Olive T-shirt
34599,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
50288,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Formal,Parx Men Black Tie
48228,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses
45132,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Enticer Men White Dial Analogue Watch MTP-1216A-7BDF(A357)
6392,Women,Footwear,Shoes,Flats,Blue,Summer,2011.0,Casual,Lotto Women Sofia Blue Black Floater
34438,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Women Cute Dog White T-shirt
33870,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Chronograph Watch AN3420-51L
37848,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Hidekraft Men Black Wallet
11005,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Visor 3HD Black Watch
10886,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Wrangler Men Cream Mark Your Territory T-shirt
9041,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Moles Black Formal Shoes
24741,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Murcia Women  Marron Handbag
27265,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Arrow Woman Striped Teal Top
55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017.0,Casual,Pond's Women Gold Radiance Youthful Glow Day Cream
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag
39296,Men,Footwear,Sandal,Sandals,Tan,Winter,2018.0,Casual,Red Chief Men Tan Sandals
7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants
58691,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta
47189,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes
51336,Men,Accessories,Socks,Socks,Beige,Summer,2016.0,Casual,Raymond Men Beige Socks
57330,Women,Apparel,Innerwear,Bra,Cream,Winter,2015.0,Casual,Amante Cream-Coloured Demi-Cup Balconette Bra BCPP01
19821,Men,Apparel,Topwear,Sweaters,Off White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Off White Sweater
20689,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men Mirar Brown Casual Shoes
21286,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS203-C3
58291,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004
42672,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Alma Women Red Printed Kurta
48601,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
22341,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,John Players Men Printed Green T-Shirt
19633,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey TShirt
25468,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Nike Men White Ballista Sports Shoes
22378,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Mark Taylor Men Purple Striped White Shirt
36804,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Ssteele Watch
18259,Women,Apparel,Topwear,Kurtas,Peach,Fall,2011.0,Ethnic,Aneri Women Roshan Peach Kurta
18716,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Shanna Black Top
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Lobato Black Casual Shoes
24474,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc.5 Women Black Casual Sandals
2764,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Mens  T-shirt
21445,Women,Apparel,Topwear,Tshirts,Grey,Winter,2012.0,Casual,Roxy Women Printed Grey T-shirt
28133,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Black Brief 8044
59716,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress
48512,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,French Connection Women Grey Top
28944,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,BIBA OUTLET Women Pink Leggings
50667,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey Melange,Summer,2018.0,Sports,Chromozome Men Grey Melange Fashion Lounge Pants S-5145
2931,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,DUSG Men's Burning Tiger Bamboo Natural T-shirt
27624,Men,Apparel,Bottomwear,Shorts,Cream,Summer,2012.0,Casual,Scullers Men Cream Shorts
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Lotto Men Earth Black Slipper
50327,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Printed Kurta
18233,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Printed Red Tshirt
22740,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta
41890,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Flying Machine Men Blue Solid Regular Fit Denim Shorts
14950,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Status Quo Men Stripes Purple Tshirts
27083,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels
14481,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Flying Machine Men Beige Casual Shoes
35474,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Ruffles Blue Flats
3682,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Bring Back 80''S Blue T-shirt
13704,Women,Footwear,Shoes,Flats,Beige,Fall,2011.0,Casual,Clarks Women Prize Club Beige Wedges
5232,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Classic Polo Men's Cari Maroon Polo T-shirt
38407,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Baggit Women Seeda Dum Brown Belt
14809,Women,Accessories,Bags,Handbags,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid DK.Grey Handbags
25403,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Converse Unisex Brown Big Checks  Casual Shoes
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Top
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015.0,Casual,Red Rose Maroon Camisole
22316,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Wildcraft Men Solid Grey Jacket
44625,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts
34304,Women,Accessories,Stoles,Stoles,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Stole
4042,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Rajasthan Royals Kids Authentic Replica Cricket Jersey
4022,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ADIDAS Unisex Color Blast Green White Shoe
20576,Women,Accessories,Belts,Belts,Brown,Winter,2015.0,Casual,Baggit Women Chotu Dum Brown Belt
54734,Men,Footwear,Shoes,Casual Shoes,Burgundy,Spring,2012.0,Casual,Vans Men Burgundy Shoes
31219,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Women Skate White Casual Shoes
4692,Unisex,Accessories,Watches,Watches,Green,Winter,2016.0,Sports,ADIDAS Unisex New York Griffiti Digital Green Watch
40647,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Span Women Purple Kurta
18377,Men,Apparel,Innerwear,Trunk,Red,Summer,2016.0,Casual,Undercolors of Benetton Men Red Boxer Trunks
28933,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Mr. Men Printed Teal T-shirt
4953,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalin White Navy Kidswear
3399,Women,Accessories,Bags,Handbags,Yellow,Winter,2015.0,Casual,Murcia Women Yellow Handbag
24146,Men,Apparel,Topwear,Tshirts,Black,Spring,2012.0,Casual,ADIDAS Men Black T-shirt
57481,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White & Blue Casual Shoes
18487,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Men Washed Blue Jeans
23953,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Provogue Men Striped Black Shirt
9103,Men,Footwear,Flip Flops,Flip Flops,Tan,Fall,2011.0,Casual,Provogue Men Ean Tan Flip Flops
6983,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,s.Oliver Men's Polo Purple T-shirt
